[SYS] 2025/11/17 - 10:13:15 | 未找到 .env 文件，使用默认环境变量，如果需要，请创建 .env 文件并设置相关变量 
[SYS] 2025/11/17 - 17:43:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:43:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:43:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:44:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:44:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:44:17 | syncing options from database 
[SYS] 2025/11/17 - 17:44:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:44:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:44:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:44:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:44:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:44:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:45:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:45:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:45:17 | syncing options from database 
[SYS] 2025/11/17 - 17:45:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:45:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:45:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:45:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:45:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:45:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:46:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:46:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:46:17 | syncing options from database 
[SYS] 2025/11/17 - 17:46:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:46:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:46:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:46:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:46:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:46:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:47:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:47:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:47:17 | syncing options from database 
[SYS] 2025/11/17 - 17:47:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:47:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:47:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:47:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:47:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:47:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:48:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:48:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:48:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:48:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:48:17 | syncing options from database 
[SYS] 2025/11/17 - 17:48:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:48:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:48:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:48:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:48:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:48:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:49:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:49:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:49:17 | syncing options from database 
[SYS] 2025/11/17 - 17:49:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:49:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:49:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:49:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:49:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:49:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:50:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:50:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:50:17 | syncing options from database 
[SYS] 2025/11/17 - 17:50:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:50:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:50:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:50:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:50:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:50:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:51:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:51:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:51:17 | syncing options from database 
[SYS] 2025/11/17 - 17:51:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:51:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:51:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:51:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:51:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:51:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:52:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:52:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:52:17 | syncing options from database 
[SYS] 2025/11/17 - 17:52:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:52:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:52:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:52:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:52:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:52:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:53:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:53:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:53:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:53:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:53:17 | syncing options from database 
[SYS] 2025/11/17 - 17:53:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:53:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:53:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:53:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:53:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:53:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:54:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:54:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:54:17 | syncing options from database 
[SYS] 2025/11/17 - 17:54:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:54:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:54:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:54:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:54:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:54:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:55:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:55:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:55:17 | syncing options from database 
[SYS] 2025/11/17 - 17:55:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:55:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:55:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:55:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:55:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:55:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:56:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:56:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:56:17 | syncing options from database 
[SYS] 2025/11/17 - 17:56:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:56:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:56:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:56:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:56:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:56:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:57:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:57:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:57:17 | syncing options from database 
[SYS] 2025/11/17 - 17:57:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:57:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:57:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:57:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:57:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:57:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:58:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:58:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:58:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:58:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:58:17 | syncing options from database 
[SYS] 2025/11/17 - 17:58:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:58:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:58:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:58:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:58:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:58:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:59:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:59:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:59:17 | syncing options from database 
[SYS] 2025/11/17 - 17:59:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:59:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:59:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:59:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:59:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:59:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:00:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:00:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:00:17 | syncing options from database 
[SYS] 2025/11/17 - 18:00:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:00:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:00:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:00:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:00:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:00:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:01:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:01:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:01:17 | syncing options from database 
[SYS] 2025/11/17 - 18:01:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:01:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:01:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:01:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:01:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:01:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:02:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:02:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:02:17 | syncing options from database 
[SYS] 2025/11/17 - 18:02:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:02:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:02:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:02:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:02:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:02:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:03:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:03:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:03:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 18:03:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 18:03:17 | syncing options from database 
[SYS] 2025/11/17 - 18:03:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:03:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:03:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:03:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:03:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:03:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:04:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:04:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:04:17 | syncing options from database 
[SYS] 2025/11/17 - 18:04:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:04:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:04:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:04:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:04:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:04:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:05:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:05:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:05:17 | syncing options from database 
[SYS] 2025/11/17 - 18:05:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:05:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:05:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:05:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:05:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:05:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:06:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:06:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:06:17 | syncing options from database 
[SYS] 2025/11/17 - 18:06:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:06:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:06:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:06:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:06:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:06:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:07:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:07:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:07:17 | syncing options from database 
[SYS] 2025/11/17 - 18:07:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:07:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:07:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:07:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:07:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:07:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:08:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:08:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:08:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 18:08:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 18:08:17 | syncing options from database 
[SYS] 2025/11/17 - 18:08:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:08:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:08:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:08:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:08:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:08:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:09:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:09:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:09:17 | syncing options from database 
[SYS] 2025/11/17 - 18:09:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:09:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:09:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:09:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:09:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:09:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:10:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:10:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:10:17 | syncing options from database 
[SYS] 2025/11/17 - 18:10:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:10:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:10:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:10:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:10:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:10:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:11:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:11:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:11:17 | syncing options from database 
[SYS] 2025/11/17 - 18:11:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:11:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:11:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:11:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:11:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:11:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:12:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:12:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:12:17 | syncing options from database 
[SYS] 2025/11/17 - 18:12:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:12:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:12:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:12:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:12:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:12:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:13:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:13:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:13:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 18:13:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 18:13:17 | syncing options from database 
[SYS] 2025/11/17 - 18:13:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:13:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:13:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:13:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:13:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:13:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:14:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:14:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:14:17 | syncing options from database 
[SYS] 2025/11/17 - 18:14:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:14:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:14:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:14:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:14:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:14:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:15:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:15:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:15:17 | syncing options from database 
[SYS] 2025/11/17 - 18:15:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:15:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:15:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:15:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:15:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:15:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:16:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:16:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:16:17 | syncing options from database 
[SYS] 2025/11/17 - 18:16:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:16:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:16:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:16:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:16:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:16:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:17:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:17:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:17:17 | syncing options from database 
[SYS] 2025/11/17 - 18:17:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:17:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:17:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:17:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:17:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:17:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:18:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:18:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:18:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 18:18:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 18:18:17 | syncing options from database 
[SYS] 2025/11/17 - 18:18:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:18:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:18:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:18:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:18:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:18:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:19:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:19:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:19:17 | syncing options from database 
[SYS] 2025/11/17 - 18:19:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:19:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:19:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:19:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:19:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:19:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:20:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:20:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:20:17 | syncing options from database 
[SYS] 2025/11/17 - 18:20:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:20:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:20:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:20:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:20:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:20:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:21:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:21:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:21:17 | syncing options from database 
[SYS] 2025/11/17 - 18:21:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:21:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:21:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:21:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:21:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:21:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:22:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:22:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:22:17 | syncing options from database 
[SYS] 2025/11/17 - 18:22:20 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:22:20 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:22:35 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:22:35 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:22:50 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:22:50 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:23:05 | 任务进度轮询开始 
[SYS] 2025/11/17 - 18:23:05 | 任务进度轮询完成 
[SYS] 2025/11/17 - 18:23:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 18:23:16 | 保存数据看板数据成功，共保存0条数据 
